timestamp,event_name,session_id,page_path,user_agent,properties
2026-02-02T20:10:52.631Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0,"{""path"": ""/"", ""referrer"": null}"
2026-02-02T20:11:27.746Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature"", ""referrer"": ""/""}"
2026-02-02T20:11:45.779Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature/results"", ""referrer"": ""/miniature""}"
2026-02-02T20:11:45.789Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature/results"", ""referrer"": null}"
2026-02-02T20:12:51.418Z,ko_fi_clicked,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""source"": ""miniature_results""}"
2026-02-02T20:13:35.769Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/inspiration,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/inspiration"", ""referrer"": ""/miniature/results""}"
2026-02-02T20:14:00.258Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/inspiration/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/inspiration/results"", ""referrer"": ""/inspiration""}"
2026-02-02T20:14:00.269Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/inspiration/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/inspiration/results"", ""referrer"": null}"
2026-02-02T20:55:07.734Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0,"{""path"": ""/"", ""referrer"": null}"
2026-02-02T20:55:15.063Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature"", ""referrer"": ""/""}"
2026-02-02T20:55:18.202Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/"", ""referrer"": ""/miniature""}"
2026-02-02T20:55:44.281Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature"", ""referrer"": ""/""}"
2026-02-02T20:55:45.827Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/"", ""referrer"": ""/miniature""}"
2026-02-02T20:55:47.670Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature"", ""referrer"": ""/""}"
2026-02-02T20:56:10.398Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature/results"", ""referrer"": ""/miniature""}"
2026-02-02T20:56:10.406Z,page_view,36c0626d-a3eb-4517-9ddc-1bf5d53ba6c7,/miniature/results,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1","{""path"": ""/miniature/results"", ""referrer"": null}"
